Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories,Time slept,Time woken,Minutes Asleep,Minutes Awake,Number of Awakenings,Time in Bed,Minutes REM Sleep,Minutes Light Sleep,Minutes Deep Sleep
2022-01-10,"3,194","6,449",5.06,1,713,199,44,13,"1,400",7:50AM,3:41PM,434,37,29,471,65,305,64
2022-01-11,"3,604","8,323",6.45,1,592,274,71,16,"2,002",7:15AM,3:22PM,424,63,32,487,96,286,42
2022-01-12,"1,904",0,0,0,"1,440",0,0,0,0,,,,,,,,,
2022-01-13,"2,699","5,938",4.63,0,"1,277",130,18,15,917,,,,,,,,,
2022-01-14,"4,021","2,611",1.96,5,702,186,221,16,"2,489",1:46PM,7:01PM,294,21,3,315,,,
2022-01-15,"4,496","4,857",3.68,9,907,273,102,87,"2,897",7:41AM,8:52AM,70,1,0,71,,,
2022-01-16,"5,034","14,388",11.24,1,262,434,184,59,"3,944",10:53PM,7:14AM,467,34,21,501,147,250,70
2022-01-17,"4,109","13,491",10.59,39,680,225,89,81,"2,516",12:26AM,6:31AM,345,19,1,365,,,
2022-01-18,"3,400","10,336",8.07,5,788,326,8,8,"1,726",12:32AM,5:42AM,283,27,16,310,48,179,56
2022-01-19,"3,430","9,121",7.16,8,669,279,43,15,"1,839",12:23AM,7:37AM,376,58,20,434,93,183,100
2022-01-20,"3,736","10,915",8.56,7,674,310,53,23,"2,148",12:38AM,6:59AM,352,28,15,380,74,210,68
2022-01-21,"5,610","22,016",17.23,12,521,339,203,149,"4,487",1:54AM,5:43AM,220,8,1,228,,,
2022-01-22,"3,121","6,463",4.97,3,742,208,24,16,"1,364",12:40AM,8:10AM,399,51,20,450,98,250,51
2022-01-23,"3,545","13,500",10.49,9,723,304,19,47,"1,931",1:11AM,6:58AM,312,35,11,347,75,182,55
2022-01-24,"4,002","16,071",12.59,16,704,270,57,73,"2,426",12:07AM,5:44AM,302,34,13,336,57,208,37
2022-01-25,"3,687","13,234",10.38,13,707,281,42,29,"2,027",1:55AM,8:16AM,349,32,16,381,100,175,74
2022-01-26,"3,870","14,409",11.31,20,761,260,71,52,"2,299",3:05AM,8:01AM,268,28,11,296,65,142,61
2022-01-27,"1,925",241,0.19,0,"1,435",5,0,0,26,,,,,,,,,
2022-01-28,"3,675","12,126",9.5,19,"1,121",211,71,37,"1,959",,,,,,,,,
2022-01-29,"4,485","14,406",11.18,5,427,276,149,72,"3,097",2:39AM,11:16AM,465,51,18,516,101,294,70
2022-01-30,"3,836","11,488",8.75,9,673,295,59,50,"2,254",1:51AM,7:54AM,321,42,21,363,92,229,0
2022-01-31,"4,174","15,539",11.87,18,698,329,78,59,"2,686",12:55AM,5:31AM,256,20,2,276,,,
2022-05-01,"4,488","22,302",17.49,133,629,327,68,115,"3,166",4:07AM,9:08AM,266,35,8,301,71,144,51
2022-05-02,"4,030","16,149",12.6,9,489,483,52,18,"2,791",2:11AM,8:50AM,361,37,12,398,107,200,54
2022-05-03,"4,214","20,197",15.81,11,575,423,25,76,"2,878",2:27AM,8:08AM,324,17,3,341,,,
2022-05-04,"2,955","9,127",7.16,7,717,272,9,19,"1,364",1:29AM,8:32AM,394,29,20,423,104,235,55
2022-05-05,"3,239","9,620",7.68,9,666,283,13,21,"1,600",11:51PM,7:28AM,404,53,23,457,62,285,57
2022-05-06,"4,311","14,968",11.79,26,675,289,94,86,"2,923",12:26AM,5:22AM,275,21,11,296,78,158,39
2022-05-07,"4,657","17,875",14.03,16,556,207,167,130,"3,343",2:57AM,9:17AM,333,47,13,380,94,204,35
2022-05-08,"3,367","8,734",6.86,6,748,302,21,12,"1,704",1:36AM,7:33AM,354,3,0,357,,,
2022-05-09,"3,599","12,619",9.85,3,737,244,93,38,"2,073",2:08AM,7:36AM,296,32,18,328,86,159,51
2022-05-10,"3,089","8,230",6.46,7,699,252,9,6,"1,382",1:24AM,9:19AM,430,44,25,474,98,286,46
2022-05-11,"4,714","22,419",17.57,21,672,192,72,195,"3,308",3:53AM,9:03AM,278,31,14,309,59,153,66
2022-05-12,"4,000","15,492",12.12,37,611,227,73,84,"2,448",12:35AM,8:00AM,398,47,23,445,111,203,84
2022-05-13,"2,884","10,008",7.86,5,826,116,14,64,"1,208",2:43AM,9:43AM,366,54,23,420,60,238,68
2022-05-14,"3,840","16,590",12.97,31,679,306,49,59,"2,411",4:09AM,9:57AM,308,39,16,347,87,142,79
2022-05-15,"4,255","18,629",14.57,15,625,429,43,58,"2,948",4:15AM,9:01AM,259,26,12,285,72,134,53
2022-05-16,"4,120","14,612",11.47,9,548,318,100,52,"2,738",12:56AM,7:58AM,373,49,22,422,102,224,47
2022-05-17,"3,069","9,434",7.41,7,752,260,12,3,"1,413",1:25AM,8:19AM,373,40,12,413,85,257,31
2022-05-18,"4,245","18,223",14.31,15,664,240,68,127,"2,834",4:15AM,9:56AM,304,37,14,341,97,191,16
2022-05-19,"3,117","9,992",7.81,9,786,255,21,17,"1,477",1:52AM,7:53AM,333,27,1,361,,,
2022-05-20,"4,282","21,110",16.39,54,581,267,39,125,"2,849",12:51AM,7:59AM,380,48,20,428,99,231,50
2022-05-21,"4,216","18,705",14.65,27,671,263,62,104,"2,732",4:49AM,10:29AM,328,12,2,340,,,
2022-05-22,"2,608","4,594",3.61,3,881,188,16,3,885,3:06AM,8:58AM,348,4,1,352,,,
2022-05-23,"4,090","17,344",13.6,13,584,232,98,96,"2,629",12:36AM,7:46AM,376,54,23,430,94,234,48
2022-05-24,"3,298","10,891",8.55,8,748,257,23,26,"1,642",2:31AM,8:57AM,341,45,18,386,71,208,62
2022-05-25,"3,601","16,626",13.05,7,713,222,32,109,"2,108",12:55AM,6:59AM,320,44,16,364,65,232,23
2022-05-26,"3,480","13,075",10.23,4,729,262,38,49,"1,933",1:51AM,7:53AM,341,20,1,362,,,
2022-05-27,"4,658","16,519",12.88,14,568,223,137,136,"3,294",1:35AM,7:51AM,338,38,23,376,57,188,93
2022-05-28,"4,915","23,924",18.77,27,566,218,156,172,"3,690",2:27AM,7:55AM,289,39,16,328,31,217,41
2022-05-29,"3,510","11,109",8.72,58,710,243,47,42,"1,871",4:15AM,10:53AM,351,47,13,398,96,210,45
2022-05-30,"3,225","10,334",8.06,12,808,218,39,30,"1,538",12:13AM,5:58AM,313,32,15,345,62,220,31
2022-05-31,"3,686","10,201",7.96,9,697,293,64,30,"2,155",1:29AM,7:25AM,309,47,18,356,91,163,55
2022-07-01,"4,901","13,625",10.74,15,648,288,91,16,"2,225",5:43PM,10:42PM,264,35,20,299,52,155,57
2022-07-02,"3,894","11,644",9.16,7,674,412,48,13,"2,409",5:57PM,10:50PM,281,12,0,293,,,
2022-07-03,"2,445","3,075",2.41,2,"1,302",130,8,0,662,,,,,,,,,
2022-07-04,"2,556","5,688",4.55,1,849,161,15,8,822,10:09PM,4:57AM,352,55,18,407,92,183,77
2022-07-05,"4,060","13,035",10.43,8,515,386,66,32,"2,619",11:06PM,6:27AM,384,57,20,441,78,262,44
2022-07-06,"4,015","12,303",9.84,48,517,320,52,70,"2,591",2:24AM,10:25AM,444,37,0,481,,,
2022-07-07,"2,904","6,082",4.86,2,842,241,14,0,"1,200",2:35AM,8:18AM,309,34,14,343,69,205,35
2022-07-08,"2,773","8,458",6.77,1,846,107,20,43,"1,036",1:29AM,8:34AM,379,45,3,424,,,
2022-07-09,"3,806","20,795",16.33,54,658,325,70,25,"2,359",1:32AM,7:34AM,314,48,16,362,65,206,43
2022-07-10,"2,746","5,550",4.44,0,797,260,0,0,"1,078",12:56AM,6:08AM,280,32,0,312,,,
2022-07-11,"2,360","3,548",2.84,0,"1,030",87,5,13,515,1:28AM,6:33AM,267,38,14,305,62,152,53
2022-07-12,"2,738","4,584",3.67,0,669,157,24,1,921,12:47AM,10:36AM,516,73,28,589,95,349,72
2022-07-13,"3,175","5,210",4.17,0,781,184,45,30,"1,452",1:27AM,8:07AM,348,52,15,400,61,250,37
2022-07-14,"2,713","4,947",3.96,0,790,200,10,1,942,1:14AM,8:33AM,386,53,12,439,43,249,94
2022-07-15,"2,970","8,560",6.85,1,794,283,0,0,"1,323",1:55AM,7:58AM,330,25,1,363,,,
2022-07-16,"3,505","17,592",12.18,3,767,214,80,37,"1,912",2:27AM,8:09AM,321,21,1,342,,,
2022-07-17,"3,140","8,677",6.94,0,832,253,43,1,"1,473",2:16AM,7:27AM,281,30,14,311,61,198,22
2022-07-18,"3,461","8,419",6.74,1,736,259,49,19,"1,758",5:19AM,11:36AM,308,69,11,377,85,166,57
2022-07-19,"4,200","12,426",9.94,4,507,310,92,63,"2,793",3:27AM,11:16AM,455,13,0,468,,,
2022-07-20,"3,312","5,867",4.69,0,864,192,32,38,"1,538",4:08AM,9:22AM,276,38,19,314,41,178,57
2022-07-21,"3,440","7,558",6.05,1,879,184,71,6,"1,417",2:55AM,7:56AM,266,34,15,300,67,170,29
2022-07-22,"4,189","14,556",11.64,2,"1,440",0,0,0,0,,,,,,,,,
2022-07-23,"3,578","6,739",5.39,0,"1,440",0,0,0,0,,,,,,,,,
2022-07-24,"2,968","6,671",5.34,0,"1,440",0,0,0,0,,,,,,,,,
2022-07-25,"1,921","1,230",0.98,0,"1,440",0,0,0,0,,,,,,,,,
2022-07-26,"3,227","7,821",6.26,3,"1,440",0,0,0,0,,,,,,,,,
2022-07-27,"4,818","21,493",17.78,16,"1,440",0,0,0,0,,,,,,,,,
2022-07-28,"4,355","13,088",10.39,16,"1,440",0,0,0,0,,,,,,,,,
2022-07-29,"3,752","8,074",6.46,0,"1,440",0,0,0,0,,,,,,,,,
2022-07-30,"3,178","9,609",7.67,0,"1,440",0,0,0,0,,,,,,,,,
2022-07-31,"2,438","2,758",2.21,0,"1,440",0,0,0,0,,,,,,,,,
2022-02-01,"3,357","11,380",8.89,16,733,249,42,24,"1,730",1:27AM,7:59AM,350,42,17,392,108,215,27
2022-02-02,"4,640","20,903",16.2,26,586,277,118,118,"3,277",12:05AM,5:46AM,302,39,19,341,41,227,34
2022-02-03,"4,299","21,671",17,31,662,312,53,96,"2,864",12:52AM,6:09AM,294,23,17,317,64,154,76
2022-02-04,"3,901","16,511",12.96,35,644,387,37,15,"2,395",12:59AM,6:56AM,325,32,11,357,77,155,93
2022-02-05,"4,010","22,023",17.29,11,537,204,45,151,"2,566",2:24AM,10:47AM,454,49,24,503,112,283,59
2022-02-06,"2,928","8,064",6.33,10,791,265,0,0,"1,284",5:09AM,11:33AM,347,37,14,384,68,215,64
2022-02-07,"3,656","13,664",10.64,24,765,391,35,10,"2,192",3:33AM,7:33AM,212,27,11,239,41,131,40
2022-02-08,"2,835","8,331",6.48,19,874,225,4,5,"1,138",1:10AM,6:42AM,285,47,11,332,60,192,33
2022-02-09,"2,551","6,328",4.97,8,996,139,11,9,802,2:14AM,6:59AM,251,34,9,285,41,173,37
2022-02-10,"1,904",0,0,0,"1,440",0,0,0,0,,,,,,,,,
2022-02-11,"3,362","12,922",10.08,22,816,248,43,25,"1,769",1:38AM,6:47AM,284,24,14,308,59,151,74
2022-02-12,"3,883","22,000",17.27,15,630,186,61,120,"2,392",3:19AM,10:43AM,400,43,16,443,102,226,72
2022-02-13,"2,810","7,792",6.11,12,"1,251",161,7,21,"1,059",,,,,,,,,
2022-02-14,"3,449","12,861",10.01,17,808,361,29,8,"1,931",1:04AM,4:58AM,207,27,9,234,46,142,19
2022-02-15,"4,777","28,674",22.45,32,613,267,53,185,"3,481",1:15AM,6:37AM,276,46,16,322,67,203,6
2022-02-16,"3,528","13,392",10.49,20,731,298,45,15,"1,933",1:23AM,7:14AM,323,28,1,351,,,
2022-02-17,"3,766","15,777",12.38,15,654,190,85,77,"2,220",1:07AM,8:21AM,378,56,22,434,68,264,46
2022-02-18,"4,186","16,706",13.1,31,660,319,70,72,"2,769",12:26AM,5:46AM,282,37,18,319,75,180,27
2022-02-19,"3,923","16,895",13.17,11,647,308,47,81,"2,506",3:57AM,9:55AM,312,21,2,357,,,
2022-02-20,"4,394","22,843",17.92,25,817,500,80,43,"3,201",,,,,,,,,
2022-02-21,"3,960","20,558",16.14,32,385,191,91,108,"2,508",1:03AM,12:09PM,605,60,30,665,154,334,117
2022-02-22,"4,129","22,132",17.25,30,721,266,95,59,"2,558",2:01AM,7:00AM,292,7,0,299,,,
2022-02-23,"2,872","7,067",5.55,5,"1,074",252,0,0,"1,162",2:43AM,4:37AM,105,9,1,114,,,
2022-02-24,"4,573","25,398",19.92,17,572,324,48,148,"3,268",3:45AM,9:33AM,337,11,1,348,,,
2022-02-25,"3,169","10,025",7.8,16,627,311,9,5,"1,573",2:20AM,10:29AM,433,55,25,488,110,244,79
2022-02-26,"3,551","12,720",9.98,20,697,325,24,39,"2,044",3:21AM,9:16AM,327,28,19,355,89,185,53
2022-02-27,"4,627","24,210",18.95,23,577,297,118,111,"3,326",3:33AM,9:11AM,306,31,19,337,20,223,63
2022-02-28,"3,784","13,825",10.81,18,737,299,50,43,"2,228",1:46AM,6:57AM,273,38,12,311,61,178,34
2022-06-01,"3,943","15,076",11.83,22,628,274,102,56,"2,511",12:40AM,7:00AM,321,59,10,380,99,196,26
2022-06-02,"2,989","7,760",6.09,7,812,238,18,6,"1,330",12:46AM,6:52AM,342,24,17,366,71,231,40
2022-06-03,"5,054","28,192",22.06,70,457,379,116,126,"3,872",11:26PM,5:28AM,318,44,18,362,64,178,76
2022-06-04,"3,518","14,331",11.25,11,703,155,62,85,"1,965",2:21AM,9:37AM,396,39,14,435,101,215,80
2022-06-05,"3,385","13,455",10.5,2,645,301,10,34,"1,818",2:57AM,10:27AM,399,51,22,450,70,290,39
2022-06-06,"2,929","8,840",6.94,3,799,200,29,24,"1,281",1:32AM,8:00AM,343,45,19,388,68,224,51
2022-06-07,"4,540","20,989",16.41,38,561,312,89,109,"3,251",1:21AM,7:30AM,320,49,13,369,73,193,54
2022-06-08,"3,175","8,239",6.47,14,845,219,38,25,"1,512",1:45AM,6:58AM,281,32,1,313,,,
2022-06-09,"3,698","13,096",10.21,9,629,219,71,70,"2,147",12:48AM,8:19AM,379,72,29,451,77,249,53
2022-06-10,"3,918","17,629",13.81,19,715,235,70,85,"2,426",2:26AM,8:01AM,297,38,16,335,43,212,42
2022-06-11,"2,974","8,968",7.04,11,736,234,35,9,"1,350",12:50AM,7:56AM,381,45,23,426,91,236,54
2022-06-12,"2,512","4,903",3.85,5,908,160,0,0,758,1:45AM,7:58AM,328,44,27,372,42,249,37
2022-06-13,"3,704","16,648",12.99,18,636,313,39,43,"2,201",2:24AM,9:14AM,361,48,16,409,97,212,52
2022-06-14,"4,754","22,969",18.03,36,712,270,204,88,"3,459",1:38AM,4:24AM,157,6,1,166,,,
2022-06-15,"3,876","20,714",16.26,48,717,179,46,125,"2,376",12:44AM,6:57AM,345,28,15,373,73,229,43
2022-06-16,"4,277","19,353",14.71,31,631,218,40,134,"2,750",1:06AM,8:03AM,403,14,2,417,,,
2022-06-17,"3,729","13,449",10.73,18,683,231,59,68,"2,154",2:18AM,8:28AM,332,38,21,370,56,231,45
2022-06-18,"5,375","30,915",24.23,12,485,271,247,139,"4,285",11:30PM,4:58AM,301,27,2,328,,,
2022-06-19,"4,747","28,281",22.2,10,477,343,196,72,"3,614",11:20PM,5:12AM,310,42,18,352,56,204,50
2022-06-20,"2,958","9,914",7.75,4,740,200,12,45,"1,345",11:10PM,6:33AM,398,45,20,443,114,235,49
2022-06-21,"3,942","15,878",12.38,34,687,336,65,39,"2,516",12:16AM,5:30AM,311,2,0,313,,,
2022-06-22,"3,823","21,936",17.2,29,640,221,58,102,"2,373",1:37AM,8:36AM,385,34,20,419,67,273,45
2022-06-23,"4,458","24,909",19.55,27,637,241,67,152,"3,075",3:08AM,8:51AM,318,25,14,343,79,176,63
2022-06-24,"3,613","17,411",13.6,13,624,279,33,69,"2,158",2:18AM,9:33AM,388,47,17,435,73,250,65
2022-06-25,"6,230","33,868",26.59,21,382,268,360,172,"5,359",12:19AM,4:37AM,251,7,1,258,,,
2022-06-26,"5,995","37,078",29.17,25,292,266,392,116,"5,015",10:54PM,5:09AM,336,38,15,374,48,237,51
2022-06-27,"4,229","22,319",17.79,12,578,216,77,135,"2,783",1:26AM,8:40AM,382,52,21,434,93,244,45
2022-06-28,"3,164","9,054",7.24,17,805,285,16,5,"1,491",4:08AM,9:38AM,295,34,15,329,33,236,26
2022-06-29,"3,665","14,628",11.61,9,722,312,44,27,"2,121",5:24AM,10:59AM,302,33,14,335,62,190,50
2022-06-30,"4,901","13,625",10.74,15,618,407,116,57,"3,296",4:56AM,8:58AM,235,4,1,242,,,
2022-04-01,"4,653","25,059",19.6,42,549,300,105,127,"3,321",1:51AM,7:50AM,305,54,20,359,41,249,15
2022-04-02,"2,785","7,046",5.47,4,840,234,6,4,"1,079",6:17AM,12:13PM,325,31,1,356,,,
2022-04-03,"2,891","8,989",7.05,12,822,299,0,0,"1,303",5:27AM,10:46AM,269,50,14,319,59,126,84
2022-04-04,"2,995","10,457",8.21,24,772,294,1,9,"1,427",2:15AM,8:19AM,332,26,3,364,,,
2022-04-05,"2,724","7,706",6.05,14,818,228,7,4,"1,077",4:54AM,11:17AM,319,64,16,383,40,209,70
2022-04-06,"3,153","12,698",9.96,23,"1,184",161,42,53,"1,560",,,,,,,,,
2022-04-07,"2,998","10,211",7.97,22,840,214,20,21,"1,332",3:28AM,9:14AM,288,57,11,345,55,175,58
2022-04-08,"3,155","10,532",8.27,17,895,227,25,36,"1,548",4:18AM,8:35AM,231,26,13,257,45,137,49
2022-04-09,"3,324","14,286",11.19,23,619,181,31,68,"1,695",5:02AM,2:03PM,507,31,2,541,,,
2022-04-10,"2,839","8,930",7.01,14,891,163,44,7,"1,125",2:50PM,8:25PM,300,35,10,335,87,167,46
2022-04-11,"2,401","3,850",3.06,6,"1,323",117,0,0,601,,,,,,,,,
2022-04-12,"4,135","17,736",13.86,26,743,320,59,77,"2,690",6:23AM,10:24AM,214,27,13,241,49,118,47
2022-04-13,"3,568","13,710",10.69,10,465,238,17,73,"1,996",4:08AM,2:55PM,570,77,28,647,121,350,99
2022-04-14,"3,387","13,668",10.73,12,727,228,7,78,"1,836",6:51AM,1:31PM,355,45,20,400,77,223,55
2022-04-15,"2,586","4,868",3.82,4,759,185,7,2,879,7:10AM,3:17PM,424,63,22,487,63,296,65
2022-04-16,"2,569","4,921",3.86,1,969,177,0,0,792,6:44AM,11:38AM,260,34,11,294,33,172,55
2022-04-17,"3,226","11,144",8.74,13,736,254,3,26,"1,585",6:55AM,1:56PM,374,47,22,421,109,199,66
2022-04-18,"2,883","7,368",5.74,6,787,238,14,0,"1,201",7:24AM,2:05PM,369,32,18,401,68,204,97
2022-04-19,"4,097","17,511",13.69,40,709,276,70,90,"2,720",7:00AM,11:55AM,271,24,16,295,64,151,56
2022-04-20,"3,363","9,693",7.61,14,709,222,58,21,"1,690",6:20AM,1:30PM,373,57,17,430,102,234,37
2022-04-21,"5,044","25,268",19.82,19,609,246,72,216,"3,741",5:57AM,10:54AM,260,37,15,297,47,154,59
2022-04-22,"2,585","5,541",4.35,8,"1,272",153,8,7,852,,,,,,,,,
2022-04-23,"2,691","7,669",6,5,"1,284",102,24,30,942,,,,,,,,,
2022-04-24,"2,896","8,019",6.32,4,790,214,10,16,"1,207",12:25PM,7:15PM,364,46,22,410,75,231,58
2022-04-25,"2,937","6,980",5.47,3,"1,170",262,6,2,"1,231",,,,,,,,,
2022-04-26,"3,852","15,601",12.2,7,801,222,78,79,"2,332",11:40PM,4:00AM,247,13,8,260,42,177,28
2022-04-27,"3,855","12,663",9.94,8,615,316,86,50,"2,484",12:57AM,3:59AM,165,16,10,181,24,106,35
2022-04-28,"4,556","20,359",16.1,22,724,312,100,106,"3,224",6:33AM,9:51AM,176,22,8,198,51,95,30
2022-04-29,"3,502","13,385",10.51,15,694,383,15,1,"2,044",5:44AM,11:31AM,304,43,12,347,72,200,32
2022-04-30,"4,158","22,128",17.4,44,591,293,84,95,"2,819",5:56AM,12:13PM,340,37,12,377,75,257,8