Date,overall,sociability,health,happiness,energy,positivity,moment,uniqueness,excitement,productivity,integrity,purpose,bottles drank,times peed,time slept,time awaked,total sleep time,effectiveness (Am I SPENDING the RIGHT TIME),Sleep Min,Sleep Hr,Awake Hr,% of planned output,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories,Time slept,Time woken,Minutes Asleep,Minutes Awake,Number of Awakenings,Time in Bed,Minutes REM Sleep,Minutes Light Sleep,Minutes Deep Sleep,scrobbles
2022-09-24,9.6,9.5,9.4,9.7,9.2,9.8,8.8,10.0,9.9,8.6,9.6,,,,,,,,,,,,"4,226","17,140",13.6,15,639,279,108,72,"2,816",3:30AM,9:13AM,302.0,40.0,21.0,342.0,56.0,185.0,61.0,165.0
2022-09-25,8.9,9.3,9.6,8.8,9.2,9.2,9.3,8.3,8.7,9.0,8.8,,,,,,,,,,,,"2,801","8,558",6.7,9,955,74,77,19,"1,061",5:30AM,10:45AM,308.0,7.0,0.0,315.0,,,,67.0
2022-09-26,9.0,9.7,9.3,9.5,9.3,9.7,8.9,9.5,9.0,8.8,9.0,,,,,,,,,,,,"3,590","11,000",8.8,20,836,148,27,89,"1,834",3:13AM,8:53AM,316.0,24.0,3.0,340.0,,,,100.0
2022-09-27,8.9,9.0,8.3,8.5,8.4,8.6,8.0,9.3,8.7,8.8,8.2,,,,,,,,,,,,"4,522","21,860",17.49,25,646,382,63,78,"3,113",1:27AM,5:58AM,237.0,34.0,18.0,271.0,29.0,180.0,28.0,80.0
2022-09-28,8.3,8.7,8.0,8.1,8.2,9.0,8.9,8.8,7.9,8.3,9.1,,,,,,,,,,,,"3,503","13,117",10.45,16,673,288,43,26,"1,899",12:56AM,7:21AM,339.0,46.0,17.0,385.0,104.0,170.0,65.0,74.0
2022-09-29,9.1,9.0,9.5,9.5,9.1,9.0,9.3,8.9,9.5,9.0,8.7,,,,,,,,,,,,"3,322","9,500",7.56,8,720,208,51,42,"1,685",11:35PM,6:59AM,394.0,50.0,2.0,444.0,,,,87.0
2022-09-30,8.7,8.6,8.8,9.3,9.0,8.8,8.0,9.3,8.2,8.1,8.0,,,,,,,,,,,,"1,921",0,0.0,0,"1,440",0,0,0,0,,,,,,,,,,65.0
2022-10-01,9.2,9.4,9.5,9.3,8.9,9.5,9.0,9.1,9.3,9.0,9.3,,,,,,,,,,,,"3,159","11,965",9.55,9,748,206,37,31,"1,482",12:43AM,7:42AM,391.0,27.0,21.0,418.0,99.0,201.0,91.0,158.0
2022-10-02,8.3,8.2,8.0,8.0,8.4,9.0,8.5,8.5,7.9,9.3,8.0,,,,,,,,,,,,"2,975","8,901",7.12,13,779,226,12,14,"1,260",12:48AM,7:37AM,372.0,37.0,14.0,409.0,93.0,212.0,67.0,103.0
2022-10-03,8.9,9.7,8.9,9.3,8.6,9.5,9.0,8.0,8.5,7.5,9.5,,,,,,,,,,,,"3,660","13,004",10.53,14,752,299,24,39,"2,015",1:17AM,6:43AM,283.0,43.0,15.0,326.0,57.0,192.0,34.0,83.0
2022-10-04,8.8,8.5,8.7,9.0,9.0,8.0,8.8,9.0,9.3,9.4,8.0,,,,,,,,,,,,"3,780","12,915",10.27,17,622,229,78,48,"2,123",11:21PM,6:44AM,384.0,59.0,24.0,443.0,90.0,219.0,75.0,55.0
2022-10-05,9.5,9.2,9.5,9.7,9.3,9.5,9.2,9.4,9.7,9.0,8.6,,,,,,,,,,,,"3,525","14,711",11.71,21,609,305,35,37,"1,986",11:39PM,7:34AM,439.0,36.0,1.0,475.0,,,,70.0
2022-10-06,8.3,9.4,8.8,8.0,8.0,8.6,8.5,8.1,8.0,7.8,8.0,,,,,,,,,,,,"3,613","13,924",11.05,19,792,330,27,37,"2,036",5:47AM,10:01AM,251.0,3.0,1.0,254.0,,,,73.0
2022-10-07,9.5,9.4,9.1,9.6,8.9,9.0,9.3,9.4,9.2,8.0,9.0,,,,,,,,,,,,"4,347","16,475",12.87,20,640,301,104,73,"2,905",2:41AM,8:03AM,291.0,31.0,10.0,322.0,78.0,179.0,34.0,115.0
2022-10-08,8.3,8.3,8.8,8.8,8.6,9.0,9.0,8.4,8.0,7.0,8.4,,,,,,,,,,,,"2,357","3,018",2.41,0,"1,273",42,23,16,499,4:05AM,5:31AM,85.0,1.0,0.0,86.0,,,,77.0
2022-10-09,9.4,9.5,9.5,9.6,9.4,9.6,9.8,9.5,8.9,,9.5,,,,,,,,,,,,"3,646","15,122",12.19,4,758,191,76,61,"1,983",12:40AM,6:34AM,346.0,7.0,1.0,354.0,,,,104.0
2022-10-10,9.0,9.4,9.0,9.0,9.2,8.7,9.4,9.3,9.0,8.6,8.9,,,,,,,,,,,,"4,649","19,915",15.93,27,567,301,122,102,"3,296",1:10AM,6:58AM,333.0,12.0,3.0,348.0,,,,146.0
2022-10-11,8.7,8.9,9.0,9.1,8.0,9.5,,8.1,8.4,7.0,9.4,,,,,,,,,,,,"4,007","16,919",13.5,16,694,210,119,69,"2,444",12:37AM,6:25AM,316.0,32.0,17.0,348.0,53.0,236.0,27.0,80.0
2022-10-12,8.8,8.8,9.0,9.0,8.3,,8.4,8.9,8.0,8.6,8.6,,,,,,,,,,,,"3,664","12,193",9.73,17,687,382,34,11,"2,155",1:53AM,7:19AM,295.0,31.0,14.0,326.0,77.0,175.0,43.0,71.0
2022-10-13,8.6,,,,8.2,,,,,,,,,,,,,,,,,,"4,101","15,559",12.45,24,605,342,73,59,"2,661",12:57AM,6:58AM,326.0,35.0,18.0,361.0,91.0,158.0,77.0,123.0
2022-10-14,8.8,9.6,8.5,9.0,8.5,8.4,8.9,8.6,,,9.0,,,,,,,,,,,,"3,463","12,957",10.28,22,761,278,35,9,"1,818",1:31AM,7:28AM,313.0,44.0,14.0,357.0,67.0,187.0,59.0,122.0
2022-10-15,8.4,8.9,8.1,8.0,8.2,,8.7,,8.6,9.3,9.0,,,,,,,,,,,,"2,856","7,986",6.36,9,835,127,5,48,"1,093",1:19AM,8:24AM,408.0,17.0,2.0,425.0,,,,151.0
2022-10-16,9.0,9.2,9.6,9.0,8.6,9.8,8.8,8.5,8.9,9.3,9.6,,,,,,,,,,,,"3,592","12,471",9.98,6,767,213,49,59,"1,926",3:07AM,8:59AM,339.0,13.0,3.0,352.0,,,,162.0
2022-10-17,9.4,,,,,,,9.0,,,9.7,,,,,,,,,,,,"3,654","12,215",9.67,15,640,375,14,8,"2,088",1:50AM,8:33AM,359.0,44.0,25.0,403.0,69.0,246.0,44.0,101.0
2022-10-18,9.1,9.5,9.1,9.3,9.3,9.5,8.8,9.3,9.0,9.0,9.5,,,,,,,,,,,,"3,561","11,313",9.05,15,744,281,55,24,"1,904",4:26AM,10:02AM,333.0,3.0,0.0,336.0,,,,39.0
2022-10-19,8.5,9.6,8.3,9.0,9.0,8.0,8.5,8.2,9.4,8.0,9.0,,,,,,,,,,,,"3,675","11,105",8.86,23,686,348,38,15,"2,115",12:54AM,6:47AM,307.0,46.0,13.0,353.0,70.0,187.0,50.0,82.0
2022-10-20,8.7,8.4,8.0,8.7,8.5,8.8,8.7,9.3,8.9,,8.8,,,,,,,,,,,,"3,582","11,900",9.51,23,608,294,40,26,"1,935",11:46PM,7:38AM,411.0,61.0,19.0,472.0,107.0,254.0,50.0,
2022-10-21,,,,,,,,,,,,,,,,,,,,,,,"3,607","14,248",11.4,11,755,316,29,28,"1,965",11:44PM,4:56AM,286.0,26.0,17.0,312.0,64.0,167.0,55.0,40.0
2022-10-22,8.8,8.4,8.2,9.0,8.9,,8.5,9.5,9.0,8.4,8.0,,,,,,,,,,,,"3,224","10,070",8.06,11,721,180,27,49,"1,452",12:19AM,8:02AM,391.0,72.0,20.0,463.0,110.0,218.0,63.0,93.0
2022-10-23,9.6,9.7,9.2,9.7,8.4,9.8,9.4,9.6,9.0,9.0,9.5,9.4,,,,,,,,,,,"2,917","7,128",5.7,0,890,200,32,9,"1,188",12:22AM,5:31AM,268.0,41.0,14.0,309.0,63.0,189.0,16.0,215.0
2022-10-24,9.0,8.7,7.8,8.7,7.4,8.0,8.4,9.2,7.7,,8.7,8.0,,,,,,,,,,,"4,062","17,027",13.62,21,625,340,62,40,"2,517",12:16AM,6:30AM,327.0,46.0,16.0,373.0,86.0,230.0,11.0,71.0
2022-10-25,8.6,9.0,8.8,8.1,8.8,8.5,9.0,8.0,7.9,,9.3,9.3,,,,,,,,,,,"4,353","18,627",14.9,23,480,456,46,37,"2,967",1:33AM,8:35AM,372.0,49.0,19.0,421.0,70.0,209.0,93.0,91.0
2022-10-26,7.6,8.6,8.0,,8.3,,8.0,,8.0,,,,,,,,,,,,,,"3,798","18,768",14.98,17,653,251,52,56,"2,161",12:17AM,7:26AM,386.0,42.0,17.0,428.0,88.0,224.0,74.0,89.0
2022-10-27,9.3,9.8,9.4,9.6,9.5,9.2,9.7,9.0,9.2,,8.9,9.0,,,,,,,,,,,"4,361","15,447",12.41,25,515,392,93,42,"2,994",1:20AM,7:58AM,379.0,19.0,0.0,398.0,,,,132.0
2022-10-28,8.5,8.9,8.7,8.6,8.9,8.7,8.8,8.2,8.5,,9.0,8.8,,,,,,,,,,,"3,573","15,257",12.21,18,660,362,20,12,"2,014",1:31AM,7:57AM,325.0,61.0,16.0,386.0,55.0,233.0,37.0,90.0
2022-10-29,,,,,,,,,,,,,,,,,,,,,,,"2,925","9,079",7.26,4,837,151,26,45,"1,212",1:34AM,7:56AM,337.0,44.0,16.0,381.0,89.0,213.0,35.0,124.0
2022-10-30,8.8,,,,,,,,,,,,,,,,,,,,,,"1,921",0,0.0,0,"1,440",0,0,0,0,,,,,,,,,,136.0
2022-10-31,8.5,8.7,7.5,,7.9,8.0,7.9,,,,,7.9,,,,,,,,,,,"2,667","15,230",12.13,16,"1,440",0,0,0,0,,,,,,,,,,113.0
2022-11-01,8.8,9.2,8.9,,8.0,9.0,9.4,8.7,7.8,,9.0,,,,,,,,,,,,"3,014","11,255",9.16,14,"1,440",0,0,0,0,,,,,,,,,,121.0
2022-11-02,9.2,9.5,9.3,,,,9.5,,,,,,,,,,,,,,,,"3,367","15,863",12.69,28,"1,440",0,0,0,0,,,,,,,,,,209.0
2022-11-03,9.5,9.8,9.7,9.3,9.7,9.8,9.7,9.4,9.4,8.6,9.6,8.9,,,,,,,,,,,"3,239","13,978",11.18,18,"1,113",278,23,26,"1,683",,,,,,,,,,265.0
2022-11-04,9.0,9.2,9.3,9.3,9.1,9.7,9.4,9.0,9.7,8.1,8.7,8.3,,,,,,,,,,,"3,289","14,649",11.72,15,719,274,10,33,"1,730",12:05AM,6:49AM,364.0,40.0,1.0,404.0,,,,141.0
2022-11-05,9.4,8.7,8.5,9.5,9.0,8.8,8.0,9.7,9.3,7.0,8.8,8.2,,,,,,,,,,,"3,476","17,390",14.1,17,750,281,22,53,"1,976",3:24AM,8:58AM,328.0,6.0,0.0,334.0,,,,75.0
2022-11-06,9.3,9.1,9.5,9.3,9.5,9.0,9.2,9.4,9.1,8.8,9.4,8.9,,,,,,,,,,,"3,140","12,501",10.0,14,655,250,10,24,"1,477",1:22AM,7:38AM,358.0,18.0,0.0,376.0,,,,51.0
2022-11-07,9.9,9.6,9.8,10.0,9.0,10.0,8.9,10.0,9.8,9.3,9.0,9.6,,,,,,,,,,,"3,819","21,890",17.48,33,619,343,40,56,"2,440",1:41AM,8:03AM,364.0,18.0,0.0,382.0,,,,73.0
2022-11-08,9.1,9.6,9.7,9.1,9.4,,9.3,9.1,9.0,,,9.3,,,,,,,,,,,"2,744","7,974",6.38,11,999,54,0,0,223,3:35AM,10:02AM,378.0,9.0,0.0,387.0,,,,57.0
2022-11-09,9.7,9.3,9.0,9.8,9.7,9.6,9.4,9.9,9.8,,9.6,,,,,,,,,,,,"3,221","13,214",10.6,15,"1,440",0,0,0,0,,,,,,,,,,144.0
2022-11-10,8.6,9.3,8.2,8.6,8.0,8.7,9.0,8.7,8.4,,9.0,9.0,,,,,,,,,,,"3,552","16,392",13.26,18,"1,440",0,0,0,0,,,,,,,,,,65.0
2022-11-11,9.4,9.0,9.0,9.7,9.6,9.0,8.9,9.7,9.8,,9.4,,,,,,,,,,,,"3,039","11,459",9.17,9,"1,440",0,0,0,0,,,,,,,,,,87.0
2022-11-12,8.9,9.6,8.9,9.5,9.7,9.8,9.6,8.7,9.5,7.9,9.0,,,,,,,,,,,,"3,093","12,880",10.26,12,"1,440",0,0,0,0,,,,,,,,,,61.0
2022-11-13,8.6,8.2,8.6,8.4,9.0,8.7,8.6,8.2,8.4,9.0,8.7,8.8,,,,,,,,,,,"2,694","6,478",5.19,8,"1,440",0,0,0,0,,,,,,,,,,28.0
2022-11-14,9.2,9.7,,9.6,9.3,9.0,9.0,9.5,9.6,9.3,9.0,8.9,,,,,,,,,,,"2,943","10,415",8.33,11,"1,440",0,0,0,0,,,,,,,,,,54.0
2022-11-15,8.7,9.0,9.0,9.0,9.5,8.8,9.4,8.5,9.5,8.3,8.9,8.4,,,,,,,,,,,"3,468","16,088",12.86,28,"1,440",0,0,0,0,,,,,,,,,,91.0
2022-11-16,8.8,9.5,8.3,8.7,8.7,9.0,9.3,8.8,8.6,8.3,9.4,8.6,,,,,,,,,,,"3,165","12,874",10.27,31,"1,440",0,0,0,0,,,,,,,,,,48.0
2022-11-17,8.9,9.3,8.0,9.0,9.3,8.7,7.0,9.3,9.5,7.6,8.2,8.3,,,,,,,,,,,"2,830","10,960",8.79,17,"1,440",0,0,0,0,,,,,,,,,,35.0
2022-11-18,9.6,9.8,9.7,9.7,9.0,9.9,9.6,9.5,9.6,9.0,9.7,9.0,,,,,,,,,,,"1,921","5,793",4.63,5,"1,440",0,0,0,0,,,,,,,,,,90.0
2022-11-20,9.4,9.0,8.6,9.3,9.6,9.1,9.1,9.4,9.8,9.3,9.5,10.0,,,,,,,,,,,"3,091","10,669",8.54,15,"1,440",0,0,0,0,,,,,,,,,,130.0
2022-11-21,9.0,9.1,8.9,9.4,9.2,9.5,9.3,8.7,9.3,8.7,9.0,9.0,,,,,,,,,,,"2,866","9,954",8.03,14,817,177,8,26,"1,169",2:38AM,9:31AM,391.0,21.0,1.0,412.0,,,,75.0
2022-11-22,9.1,9.2,8.0,8.8,8.3,8.7,9.5,9.8,9.5,8.0,9.0,9.0,,,,,,,,,,,"3,576","16,407",13.31,15,745,463,4,0,"2,216",12:43AM,4:31AM,219.0,9.0,1.0,228.0,,,,
2022-11-23,9.0,9.4,8.8,9.1,9.0,9.5,9.3,9.3,9.2,,,7.7,,,,,,,,,,,"2,893","9,920",7.94,16,834,217,5,17,"1,232",12:24AM,6:31AM,339.0,28.0,2.0,367.0,,,,9.0
2022-11-24,8.9,9.2,9.4,9.0,8.8,9.5,9.4,8.3,9.0,8.2,9.4,8.5,,,,,,,,,,,"3,595","17,618",14.36,15,662,408,2,19,"2,203",1:44AM,7:33AM,336.0,13.0,0.0,349.0,,,,101.0
2022-11-25,8.9,9.0,8.7,9.0,8.6,8.8,9.4,8.7,8.0,8.0,8.9,9.0,,,,,,,,,,,"3,497","18,823",15.06,31,"1,114",208,38,80,"1,971",,,,,,,,,,88.0
2022-11-26,8.7,9.2,8.4,8.8,8.8,9.1,8.4,8.9,9.3,7.8,8.9,8.7,,,,,,,,,,,"2,474","4,987",3.95,5,904,168,0,0,747,2:09AM,8:17AM,359.0,5.0,0.0,368.0,,,,54.0
2022-11-27,8.3,8.6,8.8,8.2,8.5,9.4,9.0,7.8,8.0,8.0,8.8,8.2,,,,,,,,,,,"2,678","7,195",5.77,5,957,155,12,10,866,3:07AM,8:14AM,292.0,14.0,1.0,306.0,,,,109.0
2022-11-28,9.5,9.7,9.0,9.0,9.1,9.4,9.3,9.7,9.3,8.5,9.0,9.2,,,,,,,,,,,"2,987","11,320",9.06,14,"1,440",0,0,0,0,,,,,,,,,,120.0
2022-11-29,8.6,9.0,8.9,8.4,8.4,9.4,,8.6,8.0,8.8,9.7,8.9,,,,,,,,,,,"3,548","17,151",13.81,31,"1,440",0,0,0,0,,,,,,,,,,124.0
2022-11-30,9.1,9.4,9.3,9.4,9.1,9.5,9.4,9.0,9.0,8.3,8.9,8.7,,,,,,,,,,,"3,020","11,882",9.51,9,"1,440",0,0,0,0,,,,,,,,,,166.0
2022-12-01,8.7,8.9,8.4,8.9,8.3,9.2,8.6,8.8,8.8,,8.0,8.7,,,,,,,,,,,"3,407","17,777",14.17,25,"1,440",0,0,0,0,,,,,,,,,,105.0
2022-12-02,8.4,8.9,8.0,8.5,8.0,8.0,8.7,8.5,8.1,8.0,8.7,7.8,,,,,,,,,,,"2,867","9,848",7.79,17,"1,440",0,0,0,0,,,,,,,,,,92.0
2022-12-03,8.3,9.0,8.9,8.0,8.6,9.0,8.0,7.5,8.6,7.0,8.3,7.6,,,,,,,,,,,"2,706","9,274",7.46,2,"1,440",0,0,0,0,,,,,,,,,,88.0
2022-12-04,9.0,9.2,8.7,9.1,8.8,8.7,8.8,9.0,9.0,8.0,8.2,8.6,,,,,,,,,,,"2,475","4,990",3.99,2,"1,440",0,0,0,0,,,,,,,,,,131.0
2022-12-05,8.9,,,,,,,9.1,,,,,,,,,,,,,,,"3,084","12,712",10.1,25,"1,440",0,0,0,0,,,,,,,,,,71.0
2022-12-06,9.0,9.0,9.1,8.6,9.4,9.5,9.4,8.9,8.6,8.5,9.0,8.8,,,,,,,,,,,"3,210","13,142",10.56,30,"1,440",0,0,0,0,,,,,,,,,,171.0
2022-12-07,9.2,9.6,8.9,9.0,9.0,9.7,9.4,9.0,9.0,8.0,9.5,8.7,,,,,,,,,,,"1,964",289,0.23,0,"1,440",0,0,0,0,,,,,,,,,,95.0
2022-12-08,9.0,9.3,9.0,8.4,7.6,9.7,9.2,9.0,8.9,7.7,9.0,8.0,,,,,,,,,,,"2,455","5,765",4.59,9,"1,440",0,0,0,0,,,,,,,,,,139.0
2022-12-09,9.3,9.6,,9.5,,,9.5,,,,9.3,,,,,,,,,,,,"2,707","8,067",6.45,12,"1,440",0,0,0,0,,,,,,,,,,137.0
2022-12-10,9.2,9.3,9.6,9.4,9.7,9.9,9.6,9.0,9.7,9.0,9.7,9.4,,,,,,,,,,,"2,649","7,239",5.79,7,"1,440",0,0,0,0,,,,,,,,,,164.0
2022-12-11,9.4,9.7,9.3,9.0,9.6,9.4,9.3,9.0,9.2,9.2,9.0,9.8,,,,,,,,,,,"2,466","4,350",3.47,4,"1,440",0,0,0,0,,,,,,,,,,158.0
2022-12-12,8.6,9.3,8.7,8.7,8.0,9.3,8.6,8.3,8.1,7.8,8.8,8.5,,,,,,,,,,,"3,339","14,853",11.92,20,"1,440",0,0,0,0,,,,,,,,,,162.0
2022-12-13,8.9,9.1,9.0,8.8,9.2,,9.3,8.9,,9.0,,9.3,,,,,,,,,,,"3,001","10,969",8.78,14,"1,440",0,0,0,0,,,,,,,,,,69.0
2022-12-14,8.8,9.3,8.7,8.7,9.0,8.7,9.0,8.9,8.8,8.6,9.0,8.7,,,,,,,,,,,"2,945","10,378",8.26,14,"1,440",0,0,0,0,,,,,,,,,,31.0
2022-12-15,8.7,9.1,8.3,,8.8,,9.0,,,8.0,9.0,9.5,,,,,,,,,,,"3,099","11,649",9.32,10,"1,440",0,0,0,0,,,,,,,,,,146.0
2022-12-16,8.6,,,,,,,,,,,,,,,,,,,,,,"2,661","7,843",6.3,7,"1,440",0,0,0,0,,,,,,,,,,105.0
2022-12-17,8.5,,,,,,,,,,,,,,,,,,,,,,"1,977",323,0.26,0,"1,440",0,0,0,0,,,,,,,,,,39.0
2022-12-18,8.8,,,,,,,9.0,,,,,,,,,,,,,,,"2,152","2,389",1.97,6,777,58,0,0,281,1:10PM,2:55PM,100.0,5.0,1.0,105.0,,,,95.0
2022-12-18,8.8,,,,,,,9.0,,,,,,,,,,,,,,,"2,152","2,389",1.97,6,777,58,0,0,281,1:16AM,9:36AM,479.0,21.0,2.0,500.0,,,,95.0
2022-12-19,8.9,9.5,,,,,,9.0,,,7.4,7.0,,,,,,,,,,,"1,922",0,0.0,0,"1,440",0,0,0,0,,,,,,,,,,141.0
2022-12-20,,,,,,,,,,,,,,,,,,,,,,,"1,921",0,0.0,0,"1,440",0,0,0,0,,,,,,,,,,76.0
2022-12-21,9.7,9.2,8.8,9.8,8.0,9.2,9.7,9.9,9.0,,9.4,8.7,,,,,,,,,,,"1,921",0,0.0,0,"1,440",0,0,0,0,,,,,,,,,,128.0
2022-12-22,8.7,8.9,9.0,8.4,8.8,9.0,9.1,9.0,8.0,,8.7,8.6,,,,,,,,,,,"1,921",0,0.0,0,"1,045",0,0,0,0,,,,,,,,,,42.0
2022-12-23,9.0,9.0,9.2,9.2,8.8,8.4,9.1,9.5,9.2,,8.9,7.8,,,,,,,,,,,"3,324","12,782",10.32,10,710,419,8,6,"1,918",5:25PM,4:57AM,654.0,38.0,3.0,692.0,,,,61.0
2022-12-24,9.0,9.2,9.0,9.0,8.0,8.9,9.4,8.7,8.7,8.4,9.0,,,,,,,,,,,,"2,024",592,0.47,0,"1,124",41,0,0,151,12:57AM,5:32AM,249.0,26.0,8.0,275.0,,,,18.0
2022-12-25,9.5,9.8,9.2,9.6,9.5,9.3,9.4,9.4,9.3,5.0,9.3,9.3,,,,,,,,,,,"1,921",0,0.0,0,"1,440",0,0,0,0,,,,,,,,,,
2022-12-26,8.7,9.5,8.6,8.6,9.0,9.0,9.0,8.9,9.0,7.9,,8.0,,,,,,,,,,,"3,111","12,371",9.87,8,787,239,8,49,"1,526",1:21AM,7:19AM,334.0,23.0,2.0,357.0,,,,21.0
2022-12-27,8.7,9.0,8.7,9.2,9.0,9.4,8.7,9.5,9.2,8.0,8.0,8.2,,,,,,,,,,,"3,223","13,762",10.95,11,602,315,11,10,"1,717",1:07AM,9:29AM,462.0,37.0,0.0,502.0,,,,84.0
2022-12-28,9.5,9.3,9.7,9.6,8.9,9.4,9.6,9.7,9.6,8.0,8.8,8.8,,,,,,,,,,,"1,921",0,0.0,0,"1,440",0,0,0,0,,,,,,,,,,140.0
2022-12-29,9.3,9.1,,,,,,9.4,,,,,,,,,,,,,,,"1,921",0,0.0,0,"1,440",0,0,0,0,,,,,,,,,,99.0
2022-12-30,9.0,9.0,9.0,8.5,8.8,9.0,9.1,9.2,8.3,,8.5,7.9,,,,,,,,,,,"1,921",0,0.0,0,"1,440",0,0,0,0,,,,,,,,,,81.0
2022-12-31,9.7,9.8,9.7,9.6,9.0,,9.5,9.9,9.0,,,,,,,,,,,,,,"1,921",0,0.0,0,"1,440",0,0,0,0,,,,,,,,,,54.0
